filename,target,target_value,trade_close
train_0_candlebar_0-29.png,-6.996350240153725e-05,214.39,214.405
train_0_candlebar_1-30.png,-2.2857521373213088e-05,214.36900000000003,214.3739
train_0_candlebar_2-31.png,0.0004899159075698059,214.375,214.27
train_0_candlebar_3-32.png,0.0006064988872375962,214.41,214.28
train_0_candlebar_4-33.png,-0.0002799160270201513,214.32,214.38
train_0_candlebar_5-34.png,-0.0002169179697052805,214.3435,214.39
train_0_candlebar_6-35.png,-0.00015861760128807839,214.335,214.36900000000003
train_0_candlebar_7-36.png,0.00030316103913259954,214.44,214.375
train_0_candlebar_8-37.png,0.0005129042147273496,214.52,214.41
train_0_candlebar_9-38.png,0.0010725862011805372,214.55,214.32
train_0_candlebar_10-39.png,0.0007298700199369299,214.5,214.3435
train_0_candlebar_11-40.png,0.001044081160116985,214.5589,214.335
train_0_candlebar_12-41.png,0.0006060464976527631,214.57,214.44
train_0_candlebar_13-42.png,0.0005126412788488612,214.63,214.52
train_0_candlebar_14-43.png,0.00013981777106636433,214.58,214.55
train_0_candlebar_15-44.png,0.0004660918285263524,214.6,214.5
train_0_candlebar_16-45.png,0.0003779133682084929,214.64,214.5589
train_0_candlebar_17-46.png,-4.6605923621306687e-05,214.56,214.57
train_0_candlebar_18-47.png,-0.0003261958602049023,214.56,214.63
train_0_candlebar_19-48.png,-0.00031461748017879495,214.5125,214.58
train_0_candlebar_20-49.png,-0.00018641066322962888,214.56,214.6
train_0_candlebar_21-50.png,-0.0006953591120086862,214.4908,214.64
train_0_candlebar_22-51.png,-0.00018644541864391555,214.52,214.56
train_0_candlebar_23-52.png,-0.0005594405740314189,214.44,214.56
train_0_candlebar_24-53.png,-0.0005245825317744363,214.4,214.5125
train_0_candlebar_25-54.png,-0.0008392782699949775,214.38,214.56
train_0_candlebar_26-55.png,-5.0353077656094924e-05,214.48,214.4908
train_0_candlebar_27-56.png,4.661461368974263e-05,214.53,214.52
train_0_candlebar_28-57.png,0.00018651496836679483,214.48,214.44
train_0_candlebar_29-58.png,0.0003031256945551163,214.465,214.4
train_0_candlebar_30-59.png,6.996676581493821e-05,214.395,214.38
train_0_candlebar_31-60.png,-0.0003264240277066312,214.41,214.48
train_0_candlebar_32-61.png,-0.0004662439472749621,214.43,214.53
train_0_candlebar_33-62.png,-0.0001398829648144044,214.45,214.48
train_0_candlebar_34-63.png,0.00016318347686943919,214.5,214.465
train_0_candlebar_35-64.png,0.00034976041768182723,214.47,214.395
train_0_candlebar_36-65.png,0.000652741537536682,214.55,214.41
train_0_candlebar_37-66.png,0.0005128563881436645,214.54,214.43
train_0_candlebar_38-67.png,0.00041959020639382327,214.54,214.45
train_0_candlebar_39-68.png,4.661895993943889e-05,214.51,214.5
train_0_candlebar_40-69.png,0.0003309938470025784,214.541,214.47
train_0_candlebar_41-70.png,4.660809583465425e-05,214.56,214.55
train_0_candlebar_42-71.png,-4.661244086882561e-05,214.53,214.54
train_0_candlebar_43-72.png,-0.0001864628012115311,214.5,214.54
train_0_candlebar_44-73.png,-4.661895993945819e-05,214.5,214.51
train_0_candlebar_45-74.png,-0.0007507210304993291,214.38,214.541
train_0_candlebar_46-75.png,-0.0009321084018827807,214.3601,214.56
train_0_candlebar_47-76.png,-0.0011426840323150245,214.285,214.53
train_0_candlebar_48-77.png,-0.0009795005330809157,214.29,214.5
train_0_candlebar_49-78.png,-0.0011661808901825075,214.25,214.5
train_0_candlebar_50-79.png,-0.00032657631678892736,214.31,214.38
train_0_candlebar_51-80.png,-0.0002804086519542264,214.3,214.3601
train_0_candlebar_52-81.png,0.00016285394813317814,214.3199,214.285
train_0_candlebar_53-82.png,-2.3333138891563816e-05,214.285,214.29
train_0_candlebar_54-83.png,0.0003266677584641538,214.32,214.25
train_0_candlebar_55-84.png,-0.0005367498757819135,214.195,214.31
train_0_candlebar_56-85.png,-0.0006535032674343319,214.16,214.3
train_0_candlebar_57-86.png,-0.0011199817043687317,214.08,214.3199
train_0_candlebar_58-87.png,-0.0010038403569681696,214.07,214.285
train_0_candlebar_59-88.png,-0.0014942102145018062,214.0,214.32
train_0_candlebar_60-89.png,-0.001331449257088697,213.91,214.195
train_0_candlebar_61-90.png,-0.001495327381433501,213.84,214.16
train_0_candlebar_62-91.png,-0.0009346668593328623,213.88,214.08
train_0_candlebar_63-92.png,-0.0008178239330498946,213.895,214.07
train_0_candlebar_64-93.png,-0.0002804131438667027,213.94,214.0
